onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	SparseCorrect	NA	tops	3.59	8.28	5	41.4
18.419	0	1	DenseCorrect	NA	knight	3.67	9.81	24	235.44
24.558	0	1	SparseIncorrect	NA	blimp	4.69	5.76	1	5.76
30.696	0	1	noise	NA	null	-1	-1	-1	-1
36.836	0	1	noise	NA	null	-1	-1	-1	-1
42.975	0	1	SparseCorrect	NA	clown	4.83	7.92	5	39.6
49.115	0	1	DenseCorrect	NA	shear	3.17	6.81	26	177.06
55.254	0	1	noise	NA	null	-1	-1	-1	-1
61.393	0	1	DenseCorrect	NA	gut	4.11	8.22	24	197.28
67.533	0	1	SparseCorrect	NA	flaunt	2	5.75	1	5.75
73.672	0	1	SparseCorrect	NA	stunt	3	7.43	2	14.86
79.812	0	1	noise	NA	null	-1	-1	-1	-1
85.951	0	1	DenseCorrect	NA	but	1.68	14.57	35	509.95
92.091	0	1	DenseCorrect	NA	tight	2.22	9.87	30	296.1
98.23	0	1	SparseCorrect	NA	change	2.63	11.96	3	35.88
104.369	0	1	DenseCorrect	NA	nine	4.46	9.6	21	201.6
116.647	0	1	DenseCorrect	NA	toot	3.32	5.55	27	149.85
128.926	0	1	DenseCorrect	NA	bake	4.21	7.84	29	227.36
135.065	0	1	DenseCorrect	NA	made	2.4	12.51	24	300.24
141.205	0	1	SparseCorrect	NA	truth	1.57	10.87	5	54.35
147.344	0	1	SparseCorrect	NA	gift	4.45	9.37	5	46.85
153.484	0	1	SparseCorrect	NA	vault	4.45	9.15	6	54.9
165.762	0	1	DenseCorrect	NA	loan	3.66	9.16	33	302.28
171.902	0	1	noise	NA	null	-1	-1	-1	-1
178.041	0	1	DenseCorrect	NA	hit	3.96	11.07	33	365.31
196.46	0	1	SparseCorrect	NA	mesh	4.27	7.58	6	45.48
202.599	0	1	SparseCorrect	NA	cramp	3.96	5.95	6	35.7
208.737	0	1	SparseCorrect	NA	swung	3.1	7.15	5	35.75
214.877	0	1	noise	NA	null	-1	-1	-1	-1
227.156	0	1	DenseCorrect	NA	wire	4.64	9.72	22	213.84
233.295	0	1	DenseCorrect	NA	toll	3.4	8.93	33	294.69
251.713	0	1	SparseCorrect	NA	throb	2.54	5.73	1	5.73
257.853	0	1	DenseIncorrect	NA	rub	3.93	8.35	23	192.05
263.992	0	1	SparseCorrect	NA	stink	3.29	7.34	6	44.04
270.131	0	1	SparseCorrect	NA	child	4.7	11.08	4	44.32
276.271	0	1	DenseCorrect	NA	kick	4.1	9.9	28	277.2
282.41	0	1	noise	NA	null	-1	-1	-1	-1
288.55	0	1	SparseIncorrect	NA	plague	3.21	8.46	5	42.3
294.689	0	1	noise	NA	null	-1	-1	-1	-1
300.827	0	1	noise	NA	null	-1	-1	-1	-1
306.967	0	1	DenseCorrect	NA	sin	1.66	9.77	31	302.87
313.106	0	1	DenseIncorrect	NA	hum	4.23	7.96	25	199
319.246	0	1	DenseCorrect	NA	take	2.86	12.71	25	317.75
325.385	0	1	SparseCorrect	NA	cloth	4.83	9.32	3	27.96
331.525	0	1	SparseCorrect	NA	skunk	4.77	6.79	5	33.95
337.664	0	1	noise	NA	null	-1	-1	-1	-1
346.873	0	1	SparseCorrect	NA	spoil	2.43	7.48	6	44.88
353.012	0	1	DenseCorrect	NA	fan	4.7	10.53	21	221.13
359.152	0	1	SparseCorrect	NA	step	3.7	10.69	6	64.14
365.291	0	1	DenseCorrect	NA	cheek	4.83	8.18	21	171.78
