onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	DenseIncorrect	NA	read	3.37	12.58	28	352.24
18.418	0	1	noise	NA	null	-1	-1	-1	-1
24.558	0	1	noise	NA	null	-1	-1	-1	-1
30.697	0	1	noise	NA	null	-1	-1	-1	-1
36.837	0	1	noise	NA	null	-1	-1	-1	-1
42.976	0	1	SparseCorrect	NA	smash	3.37	7.85	4	31.4
49.116	0	1	SparseIncorrect	NA	dorm	4.29	7.41	5	37.05
55.254	0	1	SparseCorrect	NA	watch	3.67	10.95	5	54.75
61.394	0	1	DenseIncorrect	NA	bell	4.96	10.12	27	273.24
67.533	0	1	DenseIncorrect	NA	pose	3.17	8.38	21	175.98
73.672	0	1	noise	NA	null	-1	-1	-1	-1
85.951	0	1	SparseCorrect	NA	club	3.63	11.06	4	44.24
98.23	0	1	SparseIncorrect	NA	hulk	3.21	8.41	5	42.05
104.37	0	1	SparseCorrect	NA	breath	4.25	9.58	3	28.74
110.509	0	1	SparseCorrect	NA	space	3.31	11.64	6	69.84
128.928	0	1	DenseCorrect	NA	lit	3.53	8.59	37	317.83
135.067	0	1	SparseIncorrect	NA	shears	4.47	5.57	1	5.57
141.207	0	1	SparseCorrect	NA	choice	1.69	11.09	3	33.27
147.346	0	1	SparseCorrect	NA	drink	4.68	9.9	6	59.4
153.485	0	1	SparseCorrect	NA	length	3.9	10.84	0	0
159.624	0	1	noise	NA	null	-1	-1	-1	-1
171.903	0	1	DenseCorrect	NA	rod	4.35	9.88	21	207.48
178.043	0	1	DenseCorrect	NA	grate	4.79	6.6	21	138.6
184.182	0	1	DenseCorrect	NA	fate	1.33	9.05	29	262.45
190.322	0	1	SparseIncorrect	NA	shrine	4.32	7.77	5	38.85
196.461	0	1	DenseIncorrect	NA	curl	4.22	7.12	23	163.76
202.6	0	1	DenseCorrect	NA	shell	4.74	10.52	21	220.92
208.74	0	1	DenseIncorrect	NA	dull	2.33	8.44	23	194.12
214.879	0	1	DenseCorrect	NA	lamb	4.93	8.14	27	219.78
221.019	0	1	noise	NA	null	-1	-1	-1	-1
227.158	0	1	DenseCorrect	NA	sheet	4.86	9.74	23	224.02
233.298	0	1	SparseCorrect	NA	bounce	3.57	8.35	4	33.4
239.436	0	1	DenseIncorrect	NA	tyke	3.88	4.71	25	117.75
245.576	0	1	SparseCorrect	NA	fudge	4.8	7.26	6	43.56
251.715	0	1	SparseCorrect	NA	stood	3	9.57	4	38.28
257.855	0	1	DenseIncorrect	NA	rye	4.68	7.14	37	264.18
263.994	0	1	DenseCorrect	NA	chick	4.93	8.06	23	185.38
270.134	0	1	SparseCorrect	NA	stench	3.62	6.89	1	6.89
276.273	0	1	DenseCorrect	NA	men	4.7	11.5	27	310.5
282.413	0	1	SparseCorrect	NA	disc	4.76	9.73	4	38.92
288.552	0	1	SparseCorrect	NA	realm	2.74	8.89	2	17.78
294.692	0	1	SparseCorrect	NA	nerve	3.72	8.34	6	50.04
306.971	0	1	noise	NA	null	-1	-1	-1	-1
319.25	0	1	DenseIncorrect	NA	beat	3.97	10.41	33	343.53
325.388	0	1	noise	NA	null	-1	-1	-1	-1
343.807	0	1	DenseIncorrect	NA	main	2.33	11.21	31	347.51
349.946	0	1	DenseCorrect	NA	lace	4.81	8.1	29	234.9
356.085	0	1	DenseCorrect	NA	might	2.21	12.53	28	350.84
368.364	0	1	noise	NA	null	-1	-1	-1	-1
374.504	0	1	SparseCorrect	NA	twang	2.68	5.29	1	5.29
