onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	DenseCorrect	NA	scene	3.84	10.37	29	300.73
24.558	0	1	noise	NA	null	-1	-1	-1	-1
36.836	0	1	SparseCorrect	NA	twist	3.67	9.15	3	27.45
42.975	0	1	DenseCorrect	NA	sake	2.62	9.35	28	261.8
49.115	0	1	SparseCorrect	NA	drawer	4.58	7.82	6	46.92
55.255	0	1	SparseIncorrect	NA	clutch	3.56	7.91	4	31.64
61.394	0	1	DenseCorrect	NA	dare	2.24	9.09	26	236.34
67.534	0	1	DenseCorrect	NA	done	1.96	12.07	30	362.1
73.673	0	1	noise	NA	null	-1	-1	-1	-1
79.813	0	1	noise	NA	null	-1	-1	-1	-1
85.952	0	1	noise	NA	null	-1	-1	-1	-1
92.092	0	1	SparseCorrect	NA	pure	1.65	9.96	2	19.92
110.511	0	1	DenseIncorrect	NA	hug	4.1	8.24	21	173.04
116.649	0	1	DenseIncorrect	NA	coal	4.65	8.48	35	296.8
122.789	0	1	noise	NA	null	-1	-1	-1	-1
128.928	0	1	noise	NA	null	-1	-1	-1	-1
135.068	0	1	SparseIncorrect	NA	loyal	2.77	8.26	3	24.78
141.208	0	1	SparseIncorrect	NA	fact	2.54	12.13	6	72.78
147.347	0	1	SparseCorrect	NA	twice	1.89	10.74	2	21.48
153.487	0	1	DenseCorrect	NA	tan	4.19	9.06	25	226.5
159.626	0	1	SparseCorrect	NA	slouch	3.17	5.27	0	0
165.766	0	1	noise	NA	null	-1	-1	-1	-1
171.905	0	1	DenseCorrect	NA	war	3.48	11.6	29	336.4
178.045	0	1	noise	NA	null	-1	-1	-1	-1
184.185	0	1	DenseCorrect	NA	sing	3.89	9.3	22	204.6
190.324	0	1	SparseCorrect	NA	prove	4.89	10.36	5	51.8
196.464	0	1	SparseCorrect	NA	pierce	4.93	8.51	4	34.04
202.603	0	1	DenseCorrect	NA	code	3	11.91	28	333.48
208.742	0	1	DenseCorrect	NA	pearl	2.96	9.28	21	194.88
214.881	0	1	SparseCorrect	NA	fifth	4.04	9.09	1	9.09
221.021	0	1	DenseCorrect	NA	shine	3.6	8.07	21	169.47
227.16	0	1	DenseCorrect	NA	cent	4.18	8.75	22	192.5
245.579	0	1	DenseCorrect	NA	tic	3.64	6.67	30	200.1
251.719	0	1	DenseIncorrect	NA	mass	3.24	10.43	26	271.18
257.858	0	1	SparseCorrect	NA	yarn	4.79	8.05	5	40.25
270.137	0	1	DenseCorrect	NA	coke	4.82	8.36	29	242.44
276.277	0	1	DenseCorrect	NA	moat	4.65	7.73	31	239.63
288.556	0	1	SparseCorrect	NA	press	3.73	11.26	6	67.56
300.834	0	1	SparseCorrect	NA	squirt	3.44	7.22	5	36.1
306.974	0	1	noise	NA	null	-1	-1	-1	-1
313.113	0	1	DenseCorrect	NA	toe	4.86	8.42	31	261.02
319.253	0	1	DenseIncorrect	NA	boat	4.93	9.67	32	309.44
325.392	0	1	SparseCorrect	NA	crust	4.48	7.3	5	36.5
331.532	0	1	SparseCorrect	NA	beard	4.89	8.06	6	48.36
337.672	0	1	SparseCorrect	NA	smooth	3.14	9.51	1	9.51
343.811	0	1	SparseIncorrect	NA	pint	4.29	7.29	6	43.74
349.951	0	1	noise	NA	null	-1	-1	-1	-1
356.09	0	1	SparseCorrect	NA	snug	2.27	7.14	6	42.84
362.23	0	1	DenseCorrect	NA	hat	4.86	9.37	34	318.58
374.509	0	1	SparseIncorrect	NA	thread	4.69	10.95	6	65.7
