onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	SparseCorrect	NA	length	3.9	10.84	0	0
18.419	0	1	SparseCorrect	NA	club	3.63	11.06	4	44.24
36.838	0	1	SparseCorrect	NA	stood	3	9.57	4	38.28
42.976	0	1	SparseCorrect	NA	drink	4.68	9.9	6	59.4
49.116	0	1	SparseCorrect	NA	bounce	3.57	8.35	4	33.4
61.396	0	1	DenseIncorrect	NA	take	2.86	12.71	25	317.75
67.535	0	1	DenseIncorrect	NA	fan	4.7	10.53	21	221.13
73.675	0	1	noise	NA	null	-1	-1	-1	-1
79.815	0	1	SparseIncorrect	NA	hulk	3.21	8.41	5	42.05
98.234	0	1	SparseCorrect	NA	twang	2.68	5.29	1	5.29
104.373	0	1	SparseCorrect	NA	space	3.31	11.64	6	69.84
110.513	0	1	DenseCorrect	NA	shear	3.17	6.81	26	177.06
116.653	0	1	noise	NA	null	-1	-1	-1	-1
122.792	0	1	SparseCorrect	NA	watch	3.67	10.95	5	54.75
128.931	0	1	SparseCorrect	NA	choice	1.69	11.09	3	33.27
135.071	0	1	SparseIncorrect	NA	fudge	4.8	7.26	6	43.56
141.21	0	1	noise	NA	null	-1	-1	-1	-1
147.35	0	1	SparseIncorrect	NA	breath	4.25	9.58	3	28.74
153.49	0	1	DenseCorrect	NA	gut	4.11	8.22	24	197.28
159.629	0	1	DenseCorrect	NA	but	1.68	14.57	35	509.95
165.769	0	1	SparseIncorrect	NA	realm	2.74	8.89	2	17.78
171.909	0	1	DenseCorrect	NA	toot	3.32	5.55	27	149.85
178.048	0	1	SparseCorrect	NA	nerve	3.72	8.34	6	50.04
184.188	0	1	noise	NA	null	-1	-1	-1	-1
190.328	0	1	DenseCorrect	NA	tight	2.22	9.87	30	296.1
202.607	0	1	DenseCorrect	NA	nine	4.46	9.6	21	201.6
208.747	0	1	noise	NA	null	-1	-1	-1	-1
214.886	0	1	DenseCorrect	NA	cheek	4.83	8.18	21	171.78
221.025	0	1	noise	NA	null	-1	-1	-1	-1
227.165	0	1	SparseIncorrect	NA	disc	4.76	9.73	4	38.92
233.304	0	1	DenseIncorrect	NA	toll	3.4	8.93	33	294.69
239.444	0	1	noise	NA	null	-1	-1	-1	-1
251.723	0	1	DenseIncorrect	NA	hum	4.23	7.96	25	199
257.863	0	1	SparseCorrect	NA	stench	3.62	6.89	1	6.89
264.003	0	1	SparseCorrect	NA	smash	3.37	7.85	4	31.4
270.142	0	1	DenseCorrect	NA	hit	3.96	11.07	33	365.31
276.282	0	1	DenseCorrect	NA	bake	4.21	7.84	29	227.36
282.422	0	1	DenseIncorrect	NA	loan	3.66	9.16	33	302.28
288.561	0	1	noise	NA	null	-1	-1	-1	-1
294.701	0	1	noise	NA	null	-1	-1	-1	-1
300.841	0	1	DenseCorrect	NA	rub	3.93	8.35	23	192.05
306.979	0	1	DenseCorrect	NA	sin	1.66	9.77	31	302.87
313.119	0	1	noise	NA	null	-1	-1	-1	-1
319.259	0	1	DenseCorrect	NA	kick	4.1	9.9	28	277.2
325.398	0	1	SparseIncorrect	NA	shears	4.47	5.57	1	5.57
331.538	0	1	DenseCorrect	NA	knight	3.67	9.81	24	235.44
337.678	0	1	DenseCorrect	NA	made	2.4	12.51	24	300.24
349.957	0	1	SparseCorrect	NA	dorm	4.29	7.41	5	37.05
356.097	0	1	DenseCorrect	NA	wire	4.64	9.72	22	213.84
362.237	0	1	SparseCorrect	NA	shrine	4.32	7.77	5	38.85
