onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	DenseCorrect	NA	rod	4.35	9.88	21	207.48
18.419	0	1	SparseCorrect	NA	proof	2.44	10.27	4	41.08
24.559	0	1	DenseCorrect	NA	main	2.33	11.21	31	347.51
30.698	0	1	noise	NA	null	-1	-1	-1	-1
36.837	0	1	DenseIncorrect	NA	tyke	3.88	4.71	25	117.75
49.117	0	1	DenseIncorrect	NA	men	4.7	11.5	27	310.5
55.257	0	1	DenseCorrect	NA	might	2.21	12.53	28	350.84
61.396	0	1	SparseCorrect	NA	squaw	3.88	5.87	2	11.74
73.676	0	1	SparseCorrect	NA	craft	3.33	8.84	4	35.36
79.816	0	1	SparseCorrect	NA	huge	3.07	10.55	2	21.1
85.955	0	1	SparseCorrect	NA	fraud	4.64	8.94	4	35.76
92.095	0	1	SparseCorrect	NA	theft	2.67	8.49	4	33.96
98.235	0	1	SparseCorrect	NA	smile	4.35	9.42	5	47.1
104.375	0	1	DenseCorrect	NA	bell	4.96	10.12	27	273.24
110.515	0	1	SparseCorrect	NA	ranch	4.62	8.2	5	41
116.654	0	1	DenseCorrect	NA	beat	3.97	10.41	33	343.53
122.794	0	1	DenseIncorrect	NA	curl	4.22	7.12	23	163.76
128.933	0	1	SparseIncorrect	NA	learned	2.18	10.25	4	41
135.073	0	1	DenseCorrect	NA	lit	3.53	8.59	37	317.83
141.212	0	1	noise	NA	null	-1	-1	-1	-1
147.352	0	1	SparseCorrect	NA	weird	2.09	9.69	5	48.45
153.492	0	1	DenseCorrect	NA	fate	1.33	9.05	29	262.45
159.632	0	1	SparseIncorrect	NA	hoof	4.79	6.06	5	30.3
165.772	0	1	SparseCorrect	NA	stand	3.57	10.79	3	32.37
171.911	0	1	DenseCorrect	NA	pose	3.17	8.38	21	175.98
184.191	0	1	noise	NA	null	-1	-1	-1	-1
190.331	0	1	noise	NA	null	-1	-1	-1	-1
196.471	0	1	SparseIncorrect	NA	from	3.93	14.45	5	72.25
208.75	0	1	noise	NA	null	-1	-1	-1	-1
214.889	0	1	DenseCorrect	NA	lamb	4.93	8.14	27	219.78
221.029	0	1	SparseCorrect	NA	fierce	2.39	7.78	6	46.68
233.308	0	1	DenseCorrect	NA	read	3.37	12.58	28	352.24
239.448	0	1	SparseCorrect	NA	noise	3.32	9.94	4	39.76
257.867	0	1	SparseCorrect	NA	yeast	4.57	8.84	4	35.36
264.007	0	1	noise	NA	null	-1	-1	-1	-1
270.147	0	1	DenseCorrect	NA	dull	2.33	8.44	23	194.12
276.287	0	1	noise	NA	null	-1	-1	-1	-1
282.426	0	1	DenseCorrect	NA	chick	4.93	8.06	23	185.38
288.566	0	1	noise	NA	null	-1	-1	-1	-1
294.706	0	1	SparseCorrect	NA	cross	3.83	10.3	5	51.5
300.845	0	1	noise	NA	null	-1	-1	-1	-1
306.985	0	1	SparseIncorrect	NA	cost	2.25	11.51	5	57.55
313.124	0	1	DenseIncorrect	NA	rye	4.68	7.14	37	264.18
331.544	0	1	SparseCorrect	NA	spark	4.07	8.09	5	40.45
337.683	0	1	DenseCorrect	NA	lace	4.81	8.1	29	234.9
343.823	0	1	noise	NA	null	-1	-1	-1	-1
349.963	0	1	DenseCorrect	NA	shell	4.74	10.52	21	220.92
356.103	0	1	DenseCorrect	NA	sheet	4.86	9.74	23	224.02
368.382	0	1	SparseCorrect	NA	stout	3.16	7.57	6	45.42
374.522	0	1	DenseCorrect	NA	grate	4.79	6.6	21	138.6
